value_m
0.929
1.038
1.038
1.038
1.038
1.038
1.047
1.047
1.047
1.047
1.047
1.182
1.182
1.182
1.182
1.182
1.093
1.093
1.093
1.093
1.093
0.675
0.675
0.675
0.675
0.675
1.010
1.010
1.010
1.010
1.010
0.734
0.734
0.734
0.734
0.734
0.538
0.538
0.538
0.538
0.538
0.315
0.315
0.315
0.315
0.315
0.218
0.218
0.218
0.218
0.218
0.294
0.294
0.294
0.294
0.294
0.278
0.278
0.278
0.278
0.278
0.278
0.223
0.223
0.223
0.223
0.223
0.252
0.252
0.252
0.252
0.252
0.287
0.287
0.287
0.287
0.287
0.293
0.293
0.293
0.293
0.293
0.281
0.281
0.281
0.281
0.281
0.286
0.286
0.286
0.286
0.286
0.228
0.228
0.228
0.228
0.228
0.253
0.253
0.253
0.253
0.253
0.253
0.357
0.357
0.357
0.357
0.357
0.299
0.299
0.299
0.299
0.299
0.375
0.375
0.375
0.375
0.375
0.397
0.397
0.397
0.397
0.397
0.431
0.431
0.431
0.431
0.431
0.415
0.415
0.415
0.415
0.415
0.424
0.424
0.424
0.424
0.424
0.385
0.385
0.385
0.385
0.385
0.331
0.331
0.331
0.331
0.331
0.423
0.423
0.423
0.423
0.423
0.323
0.323
0.323
0.323
0.323
0.190
0.190
0.190
0.190
0.190
0.074
0.074
0.074
0.074
0.074
0.154
0.154
0.154
0.154
0.154
0.351
0.351
0.351
0.351
0.351
0.457
0.457
0.457
0.457
0.457
0.411
0.411
0.411
0.411
0.411
0.415
0.415
0.415
0.415
0.415
0.346
0.346
0.346
0.346
0.346
0.401
0.401
0.401
0.401
0.401
0.462
0.462
0.462
0.462
0.462
0.656
0.656
0.656
0.656
0.656
0.677
0.677
0.677
0.677
0.677
0.746
0.746
0.746
0.746
0.746
0.861
0.861
